--------- beginning of /dev/log/system
01-01 08:00:02.852 I/Vold    ( 1569): Vold 2.1 (the revenge) firing up
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-85] :the service.vold.status is Normal
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-122] :defaultVolume = /storage/emulated/0 
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-139] :bind mount /mnt/sdcard to /storage/emulated/0 ok !
01-01 08:00:02.853 D/VoldCmdListener( 1569): [-vold_debug-785] :IsoMountCmd created!
12-18 16:58:04.537 I/DLNA_HalDiffNet( 2643): [getCurrentAdapterName] ethernet is open
12-18 16:58:04.537 D/DLNA_HalDiffNet( 2643): getCurrentAdapterName start strAdapterName=eth0
12-18 16:58:04.540 D/NetworkInfoReceiver( 2877): ---action----android.intent.action.BOOT_COMPLETED
12-18 16:58:04.544 I/DLNA_HalDiffNet( 2654): [getCurrentAdapterName] ethernet is open
12-18 16:58:04.544 D/DLNA_HalDiffNet( 2654): getCurrentAdapterName start strAdapterName=eth0
12-18 16:58:04.547 D/MediaService( 2643): readConfig
12-18 16:58:04.548 D/UpnpBootBroadcastServiceDMR( 2654): readConfig
12-18 16:58:04.549 D/Settings( 3315): DeleteAppService no download apk
12-18 16:58:04.551 D/Settings( 3315): DeleteAppService onDestroy
12-18 16:58:04.560 D/UpnpBootBroadcastServiceDMR( 2654): dmrStartFlag=1
12-18 16:58:04.561 D/UpnpBootBroadcastServiceDMR( 2654): dmsStartFlag=1
12-18 16:58:04.561 D/UpnpBootBroadcastServiceDMR( 2654): shareDirecoryValue=null
12-18 16:58:04.561 D/UpnpBootBroadcastServiceDMR( 2654): dmsNameValue=HisiMediaServer
12-18 16:58:04.561 D/UpnpBootBroadcastServiceDMR( 2654): dmrNameValue=HiDMR
12-18 16:58:04.561 E/UpnpBootBroadcastServiceDMR( 2654): netOldAdapterName:eth0
12-18 16:58:04.561 E/UpnpBootBroadcastServiceDMR( 2654): netOldAdapterIP:100.97.24.113
12-18 16:58:04.561 D/MediaService( 2643): CONNECTIVITY_CHANGE,WIFI_AP_STATE_CHANGED
12-18 16:58:04.563 D/UpnpBootBroadcastServiceDMR( 2654): CONNECTIVITY_CHANGE,WIFI_AP_STATE_CHANGED
12-18 16:58:04.564 E/UpnpBootBroadcastServiceDMR( 2654): will start dmr
12-18 16:58:04.568 D/DMRBinder( 2654): create()
12-18 16:58:04.568 D/DMRManager( 2654): create
12-18 16:58:04.569 I/DLNA_HalDiffNet( 2643): [getCurrentAdapterName] ethernet is open
12-18 16:58:04.569 D/DLNA_HalDiffNet( 2643): getCurrentAdapterName start strAdapterName=eth0
12-18 16:58:04.570 I/yst-0313log( 2851): tvFota onReceive---android.intent.action.BOOT_COMPLETED
12-18 16:58:04.573 I/MediaService( 2643): strAdapterName:eth0;ipAddr:100.97.24.113
12-18 16:58:04.573 I/MediaService( 2643): netOldAdapterName:eth0;netOldAdapterIP:100.97.24.113
12-18 16:58:04.574 W/ContextImpl( 2851): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1589 android.content.ContextWrapper.startService:494 android.content.ContextWrapper.startService:494 com.cmdc.ota.BootReceiver.onReceive:23 android.app.ActivityThread.handleReceiver:2426 
12-18 16:58:04.577 D/TcpDataKeepLiveTask( 2712): start tcp porbe task
12-18 16:58:04.582 I/DLNA_HalDiffNet( 2654): [getCurrentAdapterName] ethernet is open
12-18 16:58:04.582 D/DLNA_HalDiffNet( 2654): getCurrentAdapterName start strAdapterName=eth0
12-18 16:58:04.583 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:04.583 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:04.583 W/bt-btm  ( 3446): scan_type:1, evt_type:0
12-18 16:58:04.584 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:04.584 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:04.584 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:04.584 D/BtGatt.GattService( 3446): onScanResult() - address=55:D8:13:07:D8:EE, rssi=-60
12-18 16:58:04.584 D/BluetoothAdapter( 3577): onScanResult() - Device=55:D8:13:07:D8:EE RSSI=-60
12-18 16:58:04.586 I/UpnpBootBroadcastServiceDMR( 2654): strAdapterName:eth0;ipAddr:100.97.24.113
12-18 16:58:04.586 I/UpnpBootBroadcastServiceDMR( 2654): netOldAdapterName:eth0;netOldAdapterIP:100.97.24.113
12-18 16:58:04.595 W/ActivityThread( 2851): ClassLoader.getResourceAsStream: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
12-18 16:58:04.604 E/VPP_DLNA_LOG( 2654): [VPPDLNA][UpnpInit3][:490] === the name is adapter_name: eth0
12-18 16:58:04.604 E/VPP_DLNA_LOG( 2654): [VPPDLNA]:[getlocalhostname]:the param adapterName is eth0!
12-18 16:58:04.604 E/VPP_DLNA_LOG( 2654): [VPPDLNA]:[getlocalhostname] find the adapter :eth0
12-18 16:58:04.604 E/VPP_DLNA_LOG( 2654): [VPPDLNA]:Inside getlocalhostname: after strncpy 100.97.24.113
12-18 16:58:04.608 D/pcapcmcc4( 3047): igmp log: IGMP@1@100.97.24.113#239.255.255.250#59123#2#22#239.255.255.250#
12-18 16:58:04.608 D/pcapcmcc4( 3047): 
12-18 16:58:04.608 D/pcapcmcc4( 3047): create_ts_stream_node num = 1, 239.255.255.250
12-18 16:58:04.608 D/pcapcmcc4( 3047): create_rtp_stream_node num = 1
12-18 16:58:04.622 D/TcpDataKeepLiveTask( 2712): mServerSocket
12-18 16:58:04.639 D/pcapcmcc4( 3047): current transaction_id    5817 
12-18 16:58:04.642 D/dalvikvm( 2321): GC_CONCURRENT freed 1146K, 54% free 5133K/11112K, paused 3ms+4ms, total 66ms
12-18 16:58:04.642 D/dalvikvm( 2321): WAIT_FOR_CONCURRENT_GC blocked 25ms
12-18 16:58:04.642 D/dalvikvm( 2321): WAIT_FOR_CONCURRENT_GC blocked 39ms
12-18 16:58:04.648 D/dalvikvm( 2712): GC_EXPLICIT freed 4043K, 39% free 3304K/5356K, paused 35ms+5ms, total 71ms
12-18 16:58:04.651 I/dalvikvm( 2851): Could not find method android.os.BatteryManager.getIntProperty, referenced from method com.cmdc.ota.util.DeviceUtil.getBattery
12-18 16:58:04.651 W/dalvikvm( 2851): VFY: unable to resolve virtual method 129: Landroid/os/BatteryManager;.getIntProperty (I)I
12-18 16:58:04.651 D/dalvikvm( 2851): VFY: replacing opcode 0x6e at 0x000f
12-18 16:58:04.657 D/ActivityStateReceiver( 2729): state :resume currentActivity :com.amt.app.IPTVActivity currentProcess :com.android.smart.terminal.iptv
12-18 16:58:04.657 I/SDKInfo ( 1583): type=HI_CHIP_TYPE_HI3798M_A;version=HI_CHIP_VERSION_V300
12-18 16:58:04.657 E/HiSysManagerService( 1583): checkPermission is true.
12-18 16:58:04.667 E/dalvikvm( 2851): Could not find class 'android.app.usage.NetworkStatsManager', referenced from method com.cmdc.ota.util.DeviceUtil.getNetWorkFlow
12-18 16:58:04.668 W/dalvikvm( 2851): VFY: unable to resolve check-cast 19 (Landroid/app/usage/NetworkStatsManager;) in Lcom/cmdc/ota/util/DeviceUtil;
12-18 16:58:04.668 D/dalvikvm( 2851): VFY: replacing opcode 0x1f at 0x0018
12-18 16:58:04.694 D/EventBus( 2851): No subscribers registered for event class com.cmdc.ota.bean.BootMessage
12-18 16:58:04.694 D/EventBus( 2851): No subscribers registered for event class org.greenrobot.eventbus.NoSubscriberEvent
12-18 16:58:04.694 I/yst-0313log( 2851): 设备激活---设备被激活，保存激活状态和激活时间
12-18 16:58:04.791 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:04.791 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:04.791 W/bt-btm  ( 3446): scan_type:1, evt_type:0
12-18 16:58:04.796 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:04.796 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:04.796 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:04.796 D/BtGatt.GattService( 3446): onScanResult() - address=38:D6:14:9B:62:1F, rssi=-64
12-18 16:58:04.796 D/BluetoothAdapter( 3577): onScanResult() - Device=38:D6:14:9B:62:1F RSSI=-64
12-18 16:58:04.821 D/pcapcmcc4( 3047): recv client data2:#MESSAGE#LOADLUA#2#
12-18 16:58:04.821 D/pcapcmcc4( 3047): parse_luamessage = 2#
12-18 16:58:04.821 D/pcapcmcc4( 3047): start_lua_engine: 2
12-18 16:58:04.821 D/pcapcmcc4( 3047): excute_lua_engine_thread start
12-18 16:58:04.821 D/pcapcmcc4( 3047): wait for client
12-18 16:58:04.821 D/pcapcmcc4( 3047): init_lua2:1, 1, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): start_getevent thread: 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 102, 102
12-18 16:58:04.852 D/pcapcmcc4( 3047): excute_getevent_thread start
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 172, 172
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 136, 136
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 139, 139
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 157, 157
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 125, 125
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 125, 125
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 130, 130
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 232, 232
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 28, 28
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 97, 97
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 206, 206
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 1, 1
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 15, 15
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 158, 158
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 149, 149
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 103, 103
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 202, 202
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 108, 108
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 210, 210
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 105, 105
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 106, 106
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc4( 3047): 193, 193
12-18 16:58:04.852 D/pcapcmcc4( 3047): 0, 0
12-18 16:58:04.852 D/pcapcmcc_lua( 3047): init start1: 	 script verson:1.1.4	 protocol version:2.2.0
12-18 16:58:04.853 D/pcapcmcc4( 3047): excute_logcat_thread fget
12-18 16:58:04.892 D/ActivityStateReceiver( 2729): state :resume currentActivity :com.amt.app.IPTVActivity currentProcess :com.android.smart.terminal.iptv
12-18 16:58:04.893 E/HiSysManagerService( 1583): checkPermission is true.
12-18 16:58:04.911 D/ActivityStateReceiver( 2729): state :pause currentActivity :com.amt.app.IPTVActivity currentProcess :com.android.smart.terminal.iptv
12-18 16:58:04.917 E/HiSysManagerService( 1583): checkPermission is true.
12-18 16:58:04.930 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:04.930 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:04.930 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:04.930 D/BtGatt.GattService( 3446): onScanResult() - address=2E:9C:60:66:8F:D5, rssi=-48
12-18 16:58:04.931 D/BluetoothAdapter( 3577): onScanResult() - Device=2E:9C:60:66:8F:D5 RSSI=-48
12-18 16:58:04.936 D/ActivityStateReceiver( 2729): state :resume currentActivity :cn.gd.snm.snmcm.LauncherActivity currentProcess :cn.gd.snm.snmcm
12-18 16:58:04.941 E/HiSysManagerService( 1583): checkPermission is true.
12-18 16:58:04.963 I/UpgradeHelper( 3002): verifyApkPackagesDown	577e93a78852b3bc300dd72c0fedfd90
12-18 16:58:04.963 I/UpgradeHelper( 3002): verifyApkPackagesThis	577e93a78852b3bc300dd72c0fedfd90
12-18 16:58:04.963 I/ApkUpdateActivity_TAG( 3002): startInstall
12-18 16:58:04.970 I/ActivityManager( 2321): Start proc com.amlogic.bluetooth for broadcast com.amlogic.bluetooth/.DockEventReceiver: pid=3825 uid=1000 gids={41000, 1028, 1015, 3002, 3001, 3003, 1007, 2001, 1023}
12-18 16:58:04.976 E/Environment( 3825): canonicalPath = /mnt/sdcard
12-18 16:58:04.979 I/ApkUpdateActivity_TAG( 3002): MESSAGE_DOWNLOAD_FINISHED
12-18 16:58:04.981 I/PackageManager( 2321): Running dexopt on: com.amlogic.bluetooth
12-18 16:58:04.981 E/installd( 1576): value = false 
12-18 16:58:04.984 I/ApkUpdateActivity_TAG( 3002): MESSAGE_START_INSTALL
12-18 16:58:05.000 I/xwj     ( 2321): START_ACTIVITY_TRANSACTION:cn.gd.snm.snmcm
12-18 16:58:05.001 D/ActivityManager_sgc( 2321): use this startActivity method
12-18 16:58:05.001 D/ActivityManager( 2321): callingPackage is cn.gd.snm.snmcm
12-18 16:58:05.002 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.002 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.002 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.002 D/BtGatt.GattService( 3446): onScanResult() - address=38:D6:14:9B:62:1F, rssi=-64
12-18 16:58:05.003 D/BluetoothAdapter( 3577): onScanResult() - Device=38:D6:14:9B:62:1F RSSI=-64
12-18 16:58:05.015 W/ProcessCpuTracker( 2321): Skipping unknown process pid 3838
12-18 16:58:05.020 D/dalvikvm( 3839): Unable to stat classpath element '/system/framework/telephony-common.jar'
12-18 16:58:05.021 D/dalvikvm( 3839): Unable to stat classpath element '/system/framework/mms-common.jar'
12-18 16:58:05.074 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.074 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.076 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.076 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.119 D/dalvikvm( 3839): DexOpt: load 28ms, verify+opt 59ms, 609652 bytes
12-18 16:58:05.133 E/installd( 1576): value = false 
12-18 16:58:05.139 I/ActivityManager( 2321): START u0 {act=android.intent.action.VIEW cat=[android.intent.category.DEFAULT] dat=file:///data/data/cn.gd.snm.snmcm/app_upgradeAPK/577e93a78852b3bc300dd72c0fedfd90.apk typ=application/vnd.android.package-archive flg=0x10000000 cmp=com.android.packageinstaller/.PackageInstallerActivity} from pid 3002
12-18 16:58:05.145 I/xwj     ( 2321): result:0
12-18 16:58:05.146 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.146 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-66
12-18 16:58:05.147 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-66
12-18 16:58:05.148 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.148 D/BtGatt.GattService( 3446): onScanResult() - address=66:53:E5:63:27:0E, rssi=-78
12-18 16:58:05.148 D/BluetoothAdapter( 3577): onScanResult() - Device=66:53:E5:63:27:0E RSSI=-78
12-18 16:58:05.158 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.160 E/ViewRootImpl( 2321): 20170727 enable acc for view = Starting com.android.packageinstaller
12-18 16:58:05.166 I/ActivityManager( 2321): Start proc com.android.packageinstaller for activity com.android.packageinstaller/.PackageInstallerActivity: pid=3841 uid=10005 gids={50005, 3003, 1028}
12-18 16:58:05.173 E/Environment( 3841): canonicalPath = /mnt/sdcard
12-18 16:58:05.178 I/PackageManager( 2321): Running dexopt on: com.android.packageinstaller
12-18 16:58:05.178 E/installd( 1576): value = false 
12-18 16:58:05.181 I/BootStartReceiver( 3577): intent -- android.bluetooth.adapter.action.STATE_CHANGED
12-18 16:58:05.215 D/dalvikvm( 3854): Unable to stat classpath element '/system/framework/telephony-common.jar'
12-18 16:58:05.215 D/dalvikvm( 3854): Unable to stat classpath element '/system/framework/mms-common.jar'
12-18 16:58:05.295 D/dalvikvm( 3854): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods
12-18 16:58:05.297 W/System.err( 2796): java.net.SocketTimeoutException: failed to connect to www.devmasys.com/39.99.211.219 (port 8888) after 10000ms
12-18 16:58:05.297 W/System.err( 2796): 	at libcore.io.IoBridge.connectErrno(IoBridge.java:161)
12-18 16:58:05.298 W/System.err( 2796): 	at libcore.io.IoBridge.connect(IoBridge.java:113)
12-18 16:58:05.298 W/System.err( 2796): 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
12-18 16:58:05.298 W/System.err( 2796): 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
12-18 16:58:05.298 W/System.err( 2796): 	at java.net.Socket.connect(Socket.java:843)
12-18 16:58:05.298 W/System.err( 2796): 	at com.squareup.okhttp.internal.Platform$Android.connectSocket(Platform.java:190)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.Connection.connectSocket(Connection.java:196)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.Connection.connect(Connection.java:172)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.Connection.connectAndSetOwner(Connection.java:367)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.OkHttpClient$1.connectAndSetOwner(OkHttpClient.java:128)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.internal.http.HttpEngine.connect(HttpEngine.java:328)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.internal.http.HttpEngine.sendRequest(HttpEngine.java:245)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.Call.getResponse(Call.java:267)
12-18 16:58:05.299 W/System.err( 2796): 	at com.squareup.okhttp.Call$ApplicationInterceptorChain.proceed(Call.java:224)
12-18 16:58:05.300 W/System.err( 2796): 	at com.squareup.okhttp.Call.getResponseWithInterceptorChain(Call.java:195)
12-18 16:58:05.300 W/System.err( 2796): 	at com.squareup.okhttp.Call.execute(Call.java:79)
12-18 16:58:05.300 W/System.err( 2796): 	at com.android.sj.data.http.common.HttpClientManager.doPost(HttpClientManager.java:133)
12-18 16:58:05.300 W/System.err( 2796): 	at com.android.sj.data.http.common.HttpClientManager.requestSyncCall(HttpClientManager.java:80)
12-18 16:58:05.300 W/System.err( 2796): 	at com.android.sj.data.http.HttpEngineStandard.doPost(HttpEngineStandard.java:224)
12-18 16:58:05.300 W/System.err( 2796): 	at com.android.sj.data.http.HttpEngineStandard.sendHttpRequest(HttpEngineStandard.java:171)
12-18 16:58:05.300 W/System.err( 2796): 	at com.android.sj.domain.business.internal.BusinessRepositoryBase$1.call(BusinessRepositoryBase.java:53)
12-18 16:58:05.300 W/System.err( 2796): 	at com.android.sj.domain.business.internal.BusinessRepositoryBase$1.call(BusinessRepositoryBase.java:46)
12-18 16:58:05.301 W/System.err( 2796): 	at rx.Observable.unsafeSubscribe(Observable.java:8460)
12-18 16:58:05.301 W/System.err( 2796): 	at rx.internal.operators.OperatorSubscribeOn$1.call(OperatorSubscribeOn.java:94)
12-18 16:58:05.301 W/System.err( 2796): 	at rx.internal.schedulers.ScheduledAction.run(ScheduledAction.java:55)
12-18 16:58:05.301 W/System.err( 2796): 	at rx.internal.schedulers.ExecutorScheduler$ExecutorSchedulerWorker.run(ExecutorScheduler.java:108)
12-18 16:58:05.301 W/System.err( 2796): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
12-18 16:58:05.301 W/System.err( 2796): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
12-18 16:58:05.302 W/System.err( 2796): 	at java.lang.Thread.run(Thread.java:841)
12-18 16:58:05.302 I/SJ      ( 2796): [HttpEngineStandard]sendHttpRequest IOException http://www.devmasys.com:8888/DB99FA/DF64C5/ 10000
12-18 16:58:05.302 I/SJ      ( 2796): [HttpEngineStandard]doPost url: http://www.devmasys.com:8888/DB99FA/DF64C5/ timeout: 20000
12-18 16:58:05.304 I/SJ      ( 2796): [HttpClientManager]dopost auth:null
12-18 16:58:05.309 D/pcapcmcc4( 3047): add_tcp_node_to_list_new:47670 
12-18 16:58:05.309 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:05.312 D/dalvikvm( 3854): DexOpt: load 22ms, verify+opt 63ms, 596972 bytes
12-18 16:58:05.323 E/installd( 1576): value = false 
12-18 16:58:05.349 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.349 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.349 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.350 D/BtGatt.GattService( 3446): onScanResult() - address=0A:4C:1C:97:44:A1, rssi=-56
12-18 16:58:05.350 D/BluetoothAdapter( 3577): onScanResult() - Device=0A:4C:1C:97:44:A1 RSSI=-56
12-18 16:58:05.360 I/PackageInstaller( 3841): ==leo guangdong go SilenceInstall
12-18 16:58:05.370 I/HomeMenuView( 3002): visibility:	8
12-18 16:58:05.371 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.374 I/ActivityManager( 2321): Start proc com.android.silenceinstaller for service com.android.silenceinstaller/.InstallService: pid=3856 uid=1000 gids={41000, 1028, 1015, 3002, 3001, 3003, 1007, 2001, 1023}
12-18 16:58:05.389 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.395 E/Environment( 3856): canonicalPath = /mnt/sdcard
12-18 16:58:05.404 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.409 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.423 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.423 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.424 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.424 D/BtGatt.GattService( 3446): onScanResult() - address=16:4C:8C:C2:B0:EA, rssi=-52
12-18 16:58:05.424 D/BluetoothAdapter( 3577): onScanResult() - Device=16:4C:8C:C2:B0:EA RSSI=-52
12-18 16:58:05.425 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.425 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.451 D/dalvikvm( 2321): GC_CONCURRENT freed 1089K, 54% free 5199K/11112K, paused 6ms+4ms, total 73ms
12-18 16:58:05.451 D/dalvikvm( 2321): WAIT_FOR_CONCURRENT_GC blocked 39ms
12-18 16:58:05.451 D/dalvikvm( 2321): WAIT_FOR_CONCURRENT_GC blocked 39ms
12-18 16:58:05.451 D/dalvikvm( 2321): WAIT_FOR_CONCURRENT_GC blocked 30ms
12-18 16:58:05.451 D/dalvikvm( 2321): WAIT_FOR_CONCURRENT_GC blocked 27ms
12-18 16:58:05.454 W/ContextImpl( 2770): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1589 android.content.ContextWrapper.startService:494 com.iflytek.xiri.system.ControlService$6.run:369 java.util.concurrent.Executors$RunnableAdapter.call:422 java.util.concurrent.FutureTask.runAndReset:279 
12-18 16:58:05.455 I/AMTIPTV ( 2812): SmartBroadCastReceiver > AMTIPTV BroadcastReceiver :com.iptv.action.live.update,type:-1
12-18 16:58:05.455 I/AMTIPTV ( 2812): SmartBroadCastReceiver > AMTIPTV sendBroadcast : com.android.smart.terminal.iptv.action.updatelivechannels
12-18 16:58:05.456 W/ContextImpl( 2812): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1232 android.content.ContextWrapper.sendBroadcast:365 com.amt.utils.SmartBroadCastReceiver.onReceive:37 android.app.ActivityThread.handleReceiver:2426 android.app.ActivityThread.access$1700:136 
12-18 16:58:05.458 I/PackageManager( 2321): Running dexopt on: com.android.silenceinstaller
12-18 16:58:05.458 E/installd( 1576): value = false 
12-18 16:58:05.475 D/dalvikvm( 3869): Unable to stat classpath element '/system/framework/telephony-common.jar'
12-18 16:58:05.476 D/dalvikvm( 3869): Unable to stat classpath element '/system/framework/mms-common.jar'
12-18 16:58:05.487 D/dalvikvm( 3869): DexOpt: load 4ms, verify+opt 5ms, 158644 bytes
12-18 16:58:05.495 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.495 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.497 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.497 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.497 E/installd( 1576): value = false 
12-18 16:58:05.501 D/AndroidAutoSize( 3002): cn.gd.snm.snmcm.home.HomeActivity used the global configuration.
12-18 16:58:05.501 D/AndroidAutoSize( 3002): The cn.gd.snm.snmcm.home.HomeActivity has been adapted! 
12-18 16:58:05.501 D/AndroidAutoSize( 3002): HomeActivity Info: isBaseOnWidth = true, designWidthInDp = 1280.000000, designWidthInSubunits = 1280.000000, targetDensity = 1.500000, targetScaledDensity = 1.500000, targetDensityDpi = 240, targetXdpi = 1.500000, targetScreenWidthDp = 1280, targetScreenHeightDp = 720
12-18 16:58:05.502 V/IPTVS   ( 2812): [getIp 56]	local ip:100.97.24.113 
12-18 16:58:05.502 I/AMTIPTV ( 2812): isValidIpAddress-->100.97.24.113
12-18 16:58:05.503 I/AMTIPTV ( 2812): isValidIpAddress-->100.97.24.113
12-18 16:58:05.504 D/AMTIPTV ( 2812): NetConnectManager > getIp > 100.97.24.113, ifname : eth0
12-18 16:58:05.505 D/AMTIPTV ( 2812): AmtDataService > getString>IP:100.97.24.113, extData : 
